user_name,user_location,review_count,review_title,review_datetime,review_views,review_content,platform
ddmcnov1995MouthShut Verified Member,Ramgarh Shekhawati  India,21 Reviews,Online coaching -Unacademy,"May 06, 2020 05:44 PM",15333 Views,Unacademy is for those boys and girls who do not have enough money to pay costly coaching centre just like me.Being a eldest boy of home   my family give me pressure for any type of job. I started a private job near my village. During my job time I did not had sufficient time to going to coaching dor any preparation. So after I was join Unacademy online classes. And it is the best platform for people like me to study at home in free time. I want to govt. service and for that  I have to prepare from best tutors from Unacademy. I am join plus subscription for best classes and helping me.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
raficrafic222,#NAME?,1 Review,It's a learning and examining to your self,"May 04, 2020 12:14 PM",1434 Views,Nice app.it waß lerning to find new problems all.its good to see in my phone.when I use this application nice  experience to get .Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
NeelandNeel,Banagli Sahi Tala Telenga Bazar Cuttack Odisha India,13 Reviews,It not good,"May 03, 2020 12:20 AM",6371 Views,Actually I used this unacademy for 2 and then I saw so many things are there like clases and all are avialable after plus subscriptions so I dont thinks so it good actually its no t free studentsFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
aviralkumar546,Allahabad India,2 Reviews,Transforming Coaching Education System,"May 02, 2020 11:34 PM",1354 Views,"Administration- There's nothing like this because it's online education app which provides you educational videos related to all type of exams held in india either NEET JEE or SSC RAILWAY you may say all in one Education app , This Platform Is really at good stage in india if you really come up for online study then you may definetly prefer this app without any hesitation. You may even test by studying some videos that are free and may be you can go on without taking its subscription because it contains free videos also of same or other rated teacher's on their app.But you can access only perticular exam video for whom you are taking subscription and ita have many plans such as for 1 month 3 Month and so on usually you can find code and get extra 10% off.Happy Learning : -)Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
dusmantamuduli986,India India,2 Reviews,Unacademy free coaching,"May 02, 2020 10:46 AM",14914 Views,Hello guys today I tell you about Unacademy .com by my own experience. My self Dusmanta and I am a NEET aspirant student.Unacademy .com is for those who don't have enough money to pay for the costly coaching centers just like myself.I joined with unacademy app since last two months.I want learn by Anand mani sir in this app.Also India's best lecture are available for students which are absolutely free.This is the India's first free online coaching app.Thanks for reading my opinion on unacademy free learning app.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
hs707967,Mariam Nagar Ghaziabad  India,5 Reviews,Way to success,"Apr 28, 2020 11:36 PM",1423 Views,"Unacademy is the platform which is providing study material for the students so that they could understand and become much familiar with the topic and I could say this with much confidence because I'm one the student who use to study from this platform this is the best way to prepare for any exam purpose, now a days students seek for their comfort and what could be more comfortable than a online coaching providing channel which assure that the students should get satisfied with their way of teaching and their content.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
adarshvishwakarm84MouthShut Verified Member,India India,16 Reviews,Great program,"Apr 26, 2020 01:20 PM",1505 Views,I you want to prepare for competitive exams you have to buy paid subscription because there is limited no of material available for free user but after subscription you will found best materialFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
abcdef761,Hyderadad India,1 Review,Education use,"Apr 26, 2020 08:45 AM",1214 Views,It's good app to use for education purpose for who need . It is very very useful for students for using.it can use by studentsFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
riturani9088,Odisha India,7 Reviews,Unacademy,"Apr 25, 2020 07:45 PM",1232 Views,This is an effective way to study better becoz of many excellent teachers easily understandable and we can also learn things in an interesting way these teachers of unacademy are wonderful they give much priority to our doubts how many times you ask that doesn't matterFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
saloogond0123456,Milkopur Chiraigawn Varanasi India,11 Reviews,Not good for free classess,"Apr 14, 2020 06:57 PM",5740 Views,Here maximum classess are available in plus subscription only not for free students.I started learning but I coldnt find something friendly here.It is good for only plus subscription but for free students not good.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
mittaldolly5,#NAME?,2 Reviews,Learning and Cost effective,"Apr 05, 2020 06:31 PM",1398 Views,"Unacademy app is cost effective and good  for preparation of exam.  If you are trying for competitive exams,  you have to pay just one subscription and get the classes of all the teachers at same time and with same amount.  For UGC NET exam,  the classes of navneet kaur and talveer sir both are good at their level for basic and high level learning.  Both classes we can get in one subscription. If you are dedicated to your goal,  you will get complete guidance through unacademy courses to get success in the exam even in first attempt. This is a boon specifically for students who are from small towns and can't move to other cities to take costly coaching for competitive exams.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
agrawal050197,#NAME?,3 Reviews,Very popular app,"Mar 23, 2020 09:15 AM",1235 Views,"Uncademy is my favourite app and very popular app as I have this app and it is very helpful if we want to do any preparation of competituve exams it is very helpful it contain all the study materials with proper mock test provided and the teachers of this academy was very experienced as they can clear all the doubts that we have and teach all the topics clearly and in elaborate manner and also help in solving previous year paper as this app is available for all 24 hrs if we have missed something we can Repat  it and see the videos related to that topic but for this we have to take subscription as it is available for days, months,  yearsFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
shbhardwajsb,India,1 Review,Subscription issue,"Jan 15, 2020 05:26 PM",10421 Views,"I purchased a yearly subscription on 11/12/2019 and used it for 12 days. After thatI didn't use for 15 days because my RO exam is to be held on 12/01/2020 which is different from bank exams. After finishing it I switched to Unacademy I found that Unacademy Plus is asking for subscription. I written this issue on Unacademy chat and as well as email. Next day Unacademy contact me through call and I tell him the issue. He is asking for bank statement as a proof and I provided it on whatsapp. I have given all things which was required. After that Unacademy is not responding me neither through call nor email. I tried all things i.e, updating app, re-login, re-installing but nothing is happening. I have many exams in coming few days. Every single minute is very crucial for me.There is no helpline number only chat is available in which they reply after 48 hours or more than that and doesn't provide you a solution.Their customer service is wrost.How can we bear this type of fraud as a student? This is a huge amount for me.They have no responsibility/emotions about a student's career.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
ajaxx195,India,1 Review,A Kind of fraudster is Unacademy,"Jan 02, 2020 03:24 PM",8691 Views,I purchased a yearly subscription but I didn't used for a week because I was watching a math topic videos on  Wifistudy App.After finishing it I switched to unacademy I found that mistakenly I had subscribed in BANK rather than SSC exam.Now the point of contact is only message which they don't see couple of days and however they replied me that after 48 hrs they can't do anything.My money is getting wasted I dont understand what to do now?It seems like they are waiting for scapegoat to enter their trap.Can someone advice me?Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
nazma1583,"Vijayawada, India India",1 Review,Very Poor Customer Service,"Dec 08, 2019 01:01 AM",7302 Views,"Mistaken purchased a wrong subscription.Wanted to change it reached them via mail...ohh chat(It's Chaat ""khaao pheko aur dekho bhi mat"").No reponse.Can't Reach Them.Money gone in the drain.Please purchase the subscription only if they add the point of contact number to reach out to them in case of emergency.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
mishravini3322,India,1 Review,Thank Uhh Unacademy,"Nov 20, 2019 04:58 AM",1250 Views,"Unacademy is my fav. platform to study online by India's best tutors. I am a student of Journalism & Mass communication final year and Unacademy is helping me for my upcomming exams.... You can ask doubts there, you can put up your question and you can attend live sessions too ?? in my point of view, online study is the best. This saves time and also energy and of course your money which you spend on coaching centres. You can study on bed, on table even when you are travelling. You phone is your book. Teachers are experienced and best thing is that you can choose your teacher there.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
mohdafzalmd0786,#NAME?,3 Reviews,All in all,"Apr 22, 2019 03:38 PM",1748 Views,"This is a great opportunity for preparation of UPSC, SSC studentsand nice academy and qualified teachers in the academy and best materials this academy provides a lot of knowledge and motivate to hard work and inspire to do anything change of our lifeSo I really like this academyI think this is a great jobFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
Ritviksanrai,Lucknow India,6 Reviews,Your Platform to success.,"Mar 18, 2019 04:51 PM",29859 Views,"I joined unacademy last year and I was very much conscious about my preparation. In my opinion, it is the best platform to start up with your preparation because it gives you a lot more option in terms of examination choice for which you want to have your preparation. As we all know the founder of unacademy is Mr. Roman Saini who himself had cleared AIIMS and then UPSC(IAS), so this gives a kind of texture because he himself teaches on that and he is also having a very good faculty team to coordinate all. Most of the exam preparation have been covered under that like UPSC, CAT, GATE, BANK PO etc. It also provides a learning facility for school going students(class 9 to 12). The main plus point of this site is that it has very good and useful content plus a very interactive user interface. One thing more which I like is that you don't have to depend on a single content because you can get much content on the same topic by a number of faculties. So I'll recommend each and every aspirant to just go for it.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
pjkaurMouthShut Verified Member,India,2 Reviews,Worst app,"Mar 14, 2019 03:37 AM",10879 Views,Their app undergoes updates twice or thrice a week .so videos LL stop inbetween and u above to update the app everytym to access the video properly .One of the worst experiences.And they are loaded with every Tom jack Harry lectures .who can decide quality.though few might be gud but 90% is buisness of confusing the people with unimportant Tom Harry lectures.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
sahajanmomin55226,Shershahi India,1 Review,Unacademy the store of knowledge,"Jan 03, 2019 02:51 AM",2163 Views,This is a great institution for the poor students.It is also a vast store of professional education that will lead our lives with happiness.Different types of knowledge achievers are there. Hope it will help you to know more about the eofd and scientific ideas related to science and technology.The engineering students can get their full conceptual ideas from it.As well as the medical students can be prepared for their exams fully.Thanks a lot to see and read my words.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
pranayjagtap6MouthShut Verified Member,Nallasopara West India,11 Reviews,Sufficiently good app,"Dec 24, 2018 02:08 AM",2345 Views,I have used this app earlier so I am eligible to share my experiencePros :Quality of teaching is goodThere are good educators like jatin verma who have appeared for upsc cse exam. Ayush sanghi sir is one of the best economics teacher. Mrunal patel sir has also launched his courses which plays an important role in civil service examination . These  are some of the well known educators on unacademyVideo provides beautiful presentation with limited span of timeThere are various courses which gives the opportunity to audience to learn about various topics.Cons :Various content for single topic which make audience unable to make choicesIncompletion of courses. It is one of the worst thing about unacademyUnacademy is one of the best app but there is a scope for improvement. Coming to administration. It is quite good. There is hardly any error while operating on this app. It is user friendly. User interface is excellent.i recommend you to use this app.I hope this review helps you.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
akshay_mani,Bareilly India,3 Reviews,Learning for Lifetime Earning,"Dec 12, 2018 09:30 PM",1999 Views,"I came to know about this platform 10 months ago and I am thankful to all mentors who are guiding on unacademy.The best part is that all the best trainers from different corners of India are available on a single platform.The mentors are available for different exams like BANK, SSC, Railways, UPSC & other exams and with different specializations like Quantitative Aptitude, Logical Reasoning, English & General Knowledge/ General Awareness.Its not only good for students but also for talented teachers to become a part of the best platform and come in lime light.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
joshi464464,#NAME?,3 Reviews,Best educational app for free study,"Dec 07, 2018 03:15 PM",27906 Views,"I like this app. I joined this app last three month! I learn! For want crake the gate exam I will try to my best by this app!In this app,  for  best study material lecture available for student which are absolutiely free,In this. App best to best student and experince persone hear with best AIR rank.I want learn by Azad sir!  Also. Many uploaderFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
kendipul,Itanagar India,1 Review,Become IAS/IFS without coaching,"Nov 13, 2018 08:00 PM",28091 Views,"There is no doubt that unacademy is the best  online learning platform especially for upsc aspirants .Unlike other online learning platforms all video lectures  on unacademy platform are free of cost .They provide wide variety of lecture videos on different  subjects 'n  they also bring out  the Hindu news paper analysis every morning of the day  throughout the year,which is immensely important for any competitive examination .as a upsc aspirant since 2016, I started following unacademy  from the beginning and now it become the key source for my preparation.this platform is undeniable for aspirants  like me who because of some financial issue couldn't  go for coaching institutions.the best thing I personally like about unacademy is the educators on their platform, most of the educators are toppers of the upsc examination,who can usher you better than the one who already gone through the hurdle 'n get through it like a champion .So guys  its my strong recommendation that you should make best out of it by simply following and subscribing the unacademy channel on YouTube .Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
aayushkumar75028,Dhampur Distt Bijnor Up India,1 Review,My experience for unacademy,"Nov 10, 2018 09:57 PM",3270 Views,"I am a student.I have done 10th+ 2.Now a days I am taking coaching for iit jee.I did not know about unacademy platform.I was nervous how I will prepare for jee.Then my friends told me about it.And now I am using this app.This app is free of cost.It helps that students who can not afford fees of coaching institutes.There are many teacher to teach us not for only iit but also, ias, banking, 9th, 10th, 11th, 12th, etc.I am learning chemistry for iit jee from unacademy.Suppose you are taking coaching how you will clear your doubts.You can watch lectures of your teacher again and again.So this app is very beneficial for students in every feild of education.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
premsinghmatrix,Rajpooto Ka Bas Ward Number.8  Village Chousali.. Nagaur Rajasthan India,5 Reviews,Good for central job prepration .,"Oct 18, 2018 08:26 PM",1509 Views,Friends this is a useful website and youtube channel. if you are starting with ssc . upsc  . ibps exam.This is too much useful for central and high profile govt. Job prepration beside state job.When I was prepration for chsl ssc  . I saw this video .now I clear  ssc chsl but bed luck  final result is not come.Mahendra guru you tube chennel is also helpful for chsl exam.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
qwerty481,,1 Review,Terrible product,"Oct 17, 2018 12:47 PM",9482 Views,Please do not use this product as unacademy frequently filters out education materials at their convenience. There is a complete lack of ethical and moral values when it comes to this company. The platform is not incentivized enough to upload contents.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
sandeep80047,Unnao India,108 Reviews,Very good website and app for competition study,"Sep 27, 2018 11:54 PM",1210 Views,Unacadmemy app and website is very usefull website for comatition prapare and study. Here is availble daly current affaire and notes. Unacademy is very good tutor . This app provide for students good math short tricka. And good notes. It it a free home tutor app. I read always this app. This is good guide for me. I like this app and site very much. Whose student not afford tution fee and he can not join coatching those student join unacademy app . It is a free home tutor .so plzz all students like and go to subscribe and got best knowledge for four future exam.ThanksFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
bhadmeja,Darri Irrigation Colony ( Korba ) C.G India,91 Reviews,Unacademy free of course,"Sep 20, 2018 09:28 PM",26712 Views,Hello guys today I want to say that unacademy.com is very good website for learning it is good learning platform . I use this website from 2016 and number of chapters and learning content available in this website and technique of teaching of the teachers is very good and understandable this website help to learn many things and very helpful for learning chapters also also we ask question from teachers in this website and in this website we also get homeworks and daily new videos available and uploaded in this website about them we also ask question from this website so guys I want to recommend you to use this website for learning this is very good platform.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
akankshaindia123,#NAME?,2 Reviews,Best free online educational institution,"Sep 08, 2018 09:27 PM",1365 Views,It's awesome app for education one of my friend refrerd me  and it helped me alot itave best rated teachers who teaches all topics so well without any cost we even so many choices of teachers of every subject it doesn't only teaches school level but also helpful for students preparing for comptetion exams I also preferred to clear my doubts from this and I am also selected in MBBS through neet thank you alot all the teachersFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
PRITAMBARMouthShut Verified Member,Helencha India,36 Reviews,Best online Learning platform,"Aug 23, 2018 11:51 AM",26714 Views,"I signup last 3 month ago , till now website learning method is very useful for me.I am prepairing for UPSC CSE and I choosing another option on online to unacademy.I choosed Free version because I have no enogh money for study being from a poor family.Unacademy always give best suggestion to us and there has many teacher to teach us.The most faithful things is Unacademy's MCQ question at night .If unacademy online learning not built then many of student suffering with major problems for study .There has following option to person and when they publish any kind of information then you notified by them, and some month ago unacademy published him android appBut this largest learning platform has a problem that is everythings is slow such as website and application which is faced by userMy great opinion: I am satisfied , you need to join their for studyFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
kajjalA,#NAME?,3 Reviews,Start education online,"Jul 05, 2018 03:51 PM",1703 Views,"I start using unacademy app for my preparation of csir exam.It really helps me not only to learn the concept of any topic but some educator always encourage me while preparing . Thx?? unacademy for ur efforts and all video session.Unacademy is not  bounded to any particular subject it helps for ssc, mpsc, upsc, and other competitive exam also it contain many videos which helps in exam like net and csir .I refer  A.sethi videos for physical chemistry.It helps me to understand the subject which is very hard for me!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
Rajinternetexpert,"Kanpur Nagar, Uttar Pradesh India",6 Reviews,Useful for all competitions exam,"Jul 02, 2018 06:43 PM",1747 Views,Unacademy is very useful for those students who are preparing for govnment job and are focused about shyllbus and time management. Please join this free online coaching app for your best future. Here you can learn whatever govt job you are preparing for. Guys thank you very much and please come and join unacademy.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
Rameshesw,Vijayawada India,14 Reviews,One of the best education site.,"May 12, 2018 02:26 PM",26429 Views,"I signed up since 4 months till now I learned lot lessons, aptitude, English, reasoning, history, polity, general science, I don't know other site better than this, on of the best education site for free of cost, it's amazing initiative by Roman saini and mrunal and other people, thank you for this guy's doing amazing job, it will help lot of people who enthusiastic about about education, they are clearly explain various subjects, I have no words to speak these website, nearly I spent 3-5 hrs daily in this site. Thank you.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
arunkumargollapudi,Vijayawada India,9 Reviews,NEW TYPE OF ONELINE COACHING CENTRE,"May 07, 2018 09:12 AM",25969 Views,"Hi This unacadamy app I am using from last four months , it is good experience to me best app to prepare for UPSC exams not only that it also very useful for other compitative exams like SSC, RAILWAY, BANKING.BY USING THIS APP YOU CAN EASILY LEARN YOUR EXAM SYLLABUS SUBJECTS.FOR EXAMPLE IF YOU WANT TO LEARN CHEMISTRY SUBJECT JUST YOU NEED TO TYPE YOUR SUBJECT NAME IN SEARCH BOXIT PROVIDES VEDIO LECTURES ABOUT YOUR TOPIC.THE MAIN ADVANTAGE ISTHE VEDIO LECTURES IS EACH SUBJECT HAS MINIMUM 10 TO 15 LECTURES EACH LECTURE HAS 10 TO 15 MINUTES. YOU DONT GET BORING ABOUT YOUR LEARNING SUBJECT.ANOTHER THING IS YOU DONT NEED TO PAY ANY FEE IT IS FREE LEARNING APPYOU CAN ALSO CONTRIBUTE IF YOU ARE INTRESTED.I CAN SUGGEST THIS APP WHO DONT HAVE MONEY TO GO ANY COACHING CENTRE TO PREPARE FOR ANY GOVT EXAMS. IT IS BEST ONLINE FREE COACHING CENTRE.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
gy30408,Etah India,6 Reviews,Its best app for study,"Apr 24, 2018 10:37 PM",1739 Views,Hlw everyone this app is very very good app for studying according to me this app is perfect. Pls try this and give your experience and in this app you are very easily type study and slove his problem without any problem and u allways give good experience.in this app teachers are very very intelligent and good perform on this siteFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
NoopurgajbhiyeMouthShut Verified Member,Bhandara India,31 Reviews,Learning platform,"Apr 19, 2018 11:28 AM",25934 Views,When I was preparing for my 12th boards I use to surf on YouTube for tricks so came to know about this wonderful platform. Thus is very good platform for those who are preparing for for compitative exams. There are many vell educated teachers who give us guidance and they teach us many new and good things. Along with studies the teach us general knowledge and share there views. I installed that application and saw there all videos which were linked with my syllabus and I found that there were many questions which came in paper which were taught by them. And main advantage is that they don't take any fees for teaching the teach us free of cost which makes this website the no. 1 website for learning. Thank you unacademy to guide me and I wish that you will help me in all my compitative exams preparation. Thank you.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
bhargav77739MouthShut Verified Member,Banahatti India,26 Reviews,Unacademy.com,"Apr 10, 2018 09:34 AM",1292 Views,"In this days Unacademy.com is going to one of the famous online cource site just for thier hardwork.Unacademy is for who want to be a government job or a civil servent or IAS, IPS, IFS officers.this academy was started one civil servent officer Roman sar .he was started this site for helping students and aspirants who want to be Ias .in this academy was tells how we can get success in exams and how we can prepare for exam .one of the most important issue of this academy many ias or ips officers are teaching student lively and sharing thier own expierence.this academy helps lot of students who are poor who are not money for coaching and most of rural students .in this days no one can get coaching .this academy will teach you where you are this is the specality of this website.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
abhishekkumar18800MouthShut Verified Member,"Lakhisarai, Bihar India",17 Reviews,"Quantity increased, quality decreased.!!","Apr 07, 2018 05:14 PM",28078 Views,"2 years ago , Indian newspaper and t.v channels was showing A newsIAS Left his job to teach othersMr Roman Saini sir was introduced to students and he told everyone that he is starting an online platform to help poors and other people to prepare UPCS CSE exam and also some other exams for free.I also joined that online platform because he was giving awesome lectures and tricks and tips to prepare for the exam.Later he launched his app also.All was going awesome .That was a free platform and eligible peoples can also teach there. And many  people started teaching and quantity of lectures on every topic increased.BUT! with the increase of quantity of lectures,The quality of lectures decreased.!Also Roman Saini sir has stopped making more lectures.Some  cons are-Many lecture series are incompleteI noticed that some teachers are giving wrong lectures.Too much lectures on a single topicYou can't decide which lecture to choose.Note-  This is my personal view and I have shared my own experience.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
sujeet1994MouthShut Verified Member,Jabalpur  India,5 Reviews,ONLINE SCHOOL OF Excellence,"Mar 10, 2018 01:06 PM",25575 Views,"Unacademy is an educational technology company based in Bangalore, India. Started in 2015, it is one of the platforms offering free education online in India. Unacademy educators consist of experts in their respective fields, including Kiran Bedi, currently Lieutenant Governor of Puducherry and India's first female IPS officer.BackgroundUnacademy first began as a channel on Youtube in 2010 by Gaurav Munjal. In 2015, Roman Saini, an IAS officer joined Unacademy, and the channel started focusing on UPSC civil service exams coaching. In December 2015, Saini and Munjal joined Hemesh Singh and Sachin Gupta to found the company as its own venture. The company is registered as Sorting Hat Technologies Pvt Ltd.In 2017, Unacademy became one of the largest YouTube education channels with 1.2 million subscribers. In August 2017, Bhavin Turakhia, entrepreneur and founder of Directi, joined the board. In 2018, Munjal, Singh and Saini were included in the India version of Forbes 30 Under 30 for their work at Unacademy.Unacademy is said to have attracted$17 million in various funding rounds from investors including, Sequoia India, SAIF Partners, and Nexus Venture Partners.ServicesThis online education platform uses videos to teach various subjects to students and these subjects are simplified using diagrams and visuals. Unacademy Learning App was launched in 2016.Unacademy also allows educators to create courses on various subjects through its mobile application, Unacademy Educator.This app allows educators to create lessons in different languages. Formation - 2015Founder  -  Gaurav Munjal(CEO), Roman Saini, Hemesh Singh, and Sachin GuptaType    - PrivateHeadquarters    - Bangalore, IndiaServices    - Online EducationParent organization-    Sorting Hat TechnologiesWebsite -   https://unacademy.comI am in touch with uncademy since last one year and found it very useful. I have learnt many subject from unacademy such as GEOGRAPHY, ENVIRONMENT by ROMAN SAINI, ENGLISH PRONUNCIATION by NEETU etc.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
naveenbasliyal7MouthShut Verified Member,"Hno 1361, Gopal Mandir, Chotti Line ,Radaur Road, Yamunanagar, Haryana, India India",63 Reviews,Become a civil sevant without going to DELHI,"Mar 09, 2018 05:50 PM",25976 Views,"Unacademy is founded by ex IAS officer Roman saini.He became IAS at age of 22 and then resigned from it to let other students who cannot come to big cities for preparation. He founded UNACADEMY wher he teaches everything related to government examz.He with other educators teaches on this online portal free of cost by making awesome videos.Hindu summary is daily covered, mcq of ncert from class 6 to 12 is covered well. And other good books for  IAS preparation is too covered. they also teach the syllabus for other exam too like GATE, IIT , SSC, ETC. IT IS REALLY NICE . U MUST GO AND CHECK.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
santsevabhayaMouthShut Verified Member,Kannad India,6 Reviews,INDIA'S LARGEST FREE EDUCATIONAL WEBSITE,"Feb 26, 2018 10:27 PM",22394 Views,"The Unacademy website provide high quality videos to the students as well as teachers.Academic Programs:- The motive of the website is to provide the high quality education lessons to educators across the country.Administration:-the websites is administrated by,1) Sachin Gupta2) Gaurav Munjal3) Roman Saini4) Himesh SinghExtracurricular Programs:-provide video series on,""mpsc, msqs, current affairs, mathematics and so on."".Alumni Network:-The subscribers of the ""UNACADEMY"" is the more than 1 million+.The website of unacdemy is https://unacdemy.comFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
itsavi24,Barnala India,18 Reviews,Not Much Useful,"Feb 21, 2018 11:06 AM",20124 Views,I am in touch with unacedemy since last 8 months and found it not so usful for students.App is quite good but isn't userfriendly and is confusing as a result I uninstalled it within 24 hours. But I was using the YouTube channel for current affairs but didn't find it useful too.Educators are failing to deliver good quality and just sharing their knowledge copying others.If you are aiming CSE( Civil Services Exam) then it is little bit useful to you otherwise just a waste of time.They can inprove their service only if they supervise the educators contents.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
rambrsMouthShut Verified Member,Brs India,132 Reviews,Digital Coaching Free,"Jan 25, 2018 05:15 PM",14947 Views,"Hi frinds, I am rc prajapati. I am shearing a rivew on unacademy.com.I am client this instructive stage most recent 8 month.Most serious issue IN THIS APPAny individual can not download video address for future amended any topic.I am extremely miserable to advise you that I needed interface some ase YouTube.com.TATGETThis site and application target UPSC and IAS Exam.Video are set up by expect instructor including Roman saini sir.This application just meeting of the topper of UPSC And government exam.Application NOT SUPPOSED ANDROID DEVICE JELLY BEAN 4.1Unacademy has even has a versatile application yet this application generally use in india undet pack kat form as are you require a make adaptation low.So it is the best online site however for the readiness of exceedingly government exam.Thankyou.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
DeepakChauhan0MouthShut Verified Member,Bijnor India,34 Reviews,Digital Coaching Free,"Jan 20, 2018 10:28 PM",14612 Views,"Hello frinds, I am Deepak chauhan. I am shearing a rivew on unacademy.com.I am user this educational platform last 8 month.BIGGEST PROBLEM IN THIS APPAny person can not download video lecture for future revised any topic.I am very sad to inform you that I wanted interface some ase YouTube.com.TATGETThis website and app target UPSC and IAS Exam.Video are prepared by expect educator including Roman saini sir.This app only interview of the topper of UPSC And government exam.APP NOT SUPPOSED ANDROID DEVICE JELLY BEAN 4.1Unacademy has even has a mobile app but this app mostly use in india undet kit kat version and so are you  require a make version low.So it is the best online website but for the preparation of highly government exam.Thankyou.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
raviklahre,India,2 Reviews,Awesome learning app,"Jan 18, 2018 03:31 PM",7850 Views,"Unacademy is an amazing app with full of video lectures. They provide video lectures for UPSC, SSC and other government exams.This app has been very helpful for me as I am an UPSC aspirant.I find videos for all important topics. They have covered entire syllabus of UPSC. There are thousands of videos you can watch. They have video lectures for all government exams.All the videos are prepared by very talented educators of Unacademy. I find Roman saini sir's video lectures most helpful. He is the best educators and as well as the founder of Unacademy too.They even do interviews of toppers of all the government exams and the videos are available in the app. Very inspiring videos.Very useful app.Thank you.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Unacademy
Konika29,Bhilai India,6 Reviews,Best learning app,"Jan 17, 2018 01:15 AM",7562 Views,It is the best online platform for learning. You can learn anything from this app in free of cost. This app is very useful for competitive examinations especially for UPSC.Unacademy was co-founded by Roman saini sir. This app is very useful for beginners and learners. They provide best educators. The educators are very inspiring and their method of teaching is easy and helpful.This app provide video based learning which is very useful. Having motivational videos of toppers who are inspiration for me. This app always update with new terms regarding to the subject.It is the best educational app I have ever seen. This app is the most worth app in the Google play store.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Unacademy
